STATION NAME                     ,WMO_ID, CN ,TYPE,LAT,LON,ELVATION
         ESPERANCE AERODROME AWS ,95638, AUSTRALIA ,SA,-33.68333 ,121.81667 ,143 
                       MELALEUCA ,95645, AUSTRALIA ,SA,-33.60000 ,120.75000 ,230 
                     FORREST AWS ,95646, AUSTRALIA ,SA,-30.83333 ,128.11667 ,156 
                         NONNING ,95655, AUSTRALIA ,SA,-32.51667 ,136.48333 ,205 
                     ROXBY DOWNS ,95659, AUSTRALIA ,SA,-30.45000 ,136.86667 ,98 
                       ANDAMOOKA ,95660, AUSTRALIA ,SA,-30.45000 ,137.16667 ,76 
      PORT LINCOLN AERODROME AWS ,95661, AUSTRALIA ,SA,-34.60000 ,135.86667 ,6 
             WHYALLA AIRPORT AWS ,95664, AUSTRALIA ,SA,-33.06667 ,137.51667 ,13 
                PORT AUGUSTA AWS ,95666, AUSTRALIA ,SA,-32.48333 ,137.73333 ,19 
               CLARE HIGH SCHOOL ,95667, AUSTRALIA ,SA,-33.81667 ,138.60000 ,395 
                 MOUNT LOFTY AWS ,95678, AUSTRALIA ,SA,-34.96667 ,138.70000 ,730 
               RENMARK AERODROME ,95687, AUSTRALIA ,SA,-34.20000 ,140.66667 ,35 
                  BOURKE AIRPORT ,95703, AUSTRALIA ,SA,-30.03333 ,145.95000 ,107 
                GRIFFITH AIRPORT ,95704, AUSTRALIA ,SA,-34.25000 ,146.06667 ,135 
              NARRANDERA AIRPORT ,95706, AUSTRALIA ,SA,-34.70000 ,146.50000 ,145 
         LAKE CARGELLIGO AIRPORT ,95707, AUSTRALIA ,SA,-33.28333 ,146.36667 ,169 
          CONDOBOLIN AIRPORT AWS ,95708, AUSTRALIA ,SA,-33.06667 ,147.21667 ,199 
                 WALGETT AIRPORT ,95715, AUSTRALIA ,SA,-30.03333 ,148.11667 ,134 
            GOULBURN AIRPORT AWS ,95716, AUSTRALIA ,SA,-34.80000 ,149.71667 ,652 
               DUBBO AIRPORT AWS ,95719, AUSTRALIA ,SA,-32.21667 ,148.58333 ,285 
                            YASS ,95723, AUSTRALIA ,SA,-34.85000 ,148.90000 ,500 
                         DUNEDOO ,95727, AUSTRALIA ,SA,-32.01667 ,149.38333 ,388 
                          OBERON ,95735, AUSTRALIA ,SA,-33.73333 ,149.86667 ,1190 
                        QUIRINDI ,95746, AUSTRALIA ,SA,-31.50000 ,150.66667 ,390 
                       LIVERPOOL ,95750, AUSTRALIA ,SA,-33.91667 ,150.91667 ,21 
                RICHMOND AMO AWS ,95753, AUSTRALIA ,SA,-33.60000 ,150.78333 ,21 
               SCONE AIRPORT AWS ,95758, AUSTRALIA ,SA,-32.03333 ,150.83333 ,227 
            TAMWORTH AIRPORT AWS ,95762, AUSTRALIA ,SA,-31.06667 ,150.83333 ,407 
           RIVERVIEW OBSERVATORY ,95764, AUSTRALIA ,SA,-33.83333 ,151.15000 ,40 
                        HOMEBUSH ,95765, AUSTRALIA ,SA,-33.85000 ,151.05000 ,28 
                       MARYVILLE ,95768, AUSTRALIA ,SA,-32.91667 ,151.75000 ,8 
           NORAH HEAD LIGHTHOUSE ,95770, AUSTRALIA ,SA,-33.26667 ,151.56667 ,19 
            CESSNOCK AIRPORT AWS ,95771, AUSTRALIA ,SA,-32.80000 ,151.33333 ,64 
            ARMIDALE AIRPORT AWS ,95773, AUSTRALIA ,SA,-30.53333 ,151.61667 ,1084 
MANGROVE MOUNTAIN AWS BLOODTREE  ,95774, AUSTRALIA ,SA,-33.28333 ,151.21667 ,305 
CYGNET RIVER KINGSTONE AERODROME ,95807, AUSTRALIA ,SA,-35.71667 ,137.51667 ,8 
                   MURRAY BRIDGE ,95812, AUSTRALIA ,SA,-35.11667 ,139.26667 ,15 
                        MENINGIE ,95814, AUSTRALIA ,SA,-35.68333 ,139.33333 ,3 
                          PENOLA ,95817, AUSTRALIA ,SA,-37.48333 ,140.81667 ,65 
               HORSHAM COMPOSITE ,95834, AUSTRALIA ,SA,-36.65000 ,142.10000 ,141 
                          DONALD ,95842, AUSTRALIA ,SA,-36.38333 ,143.00000 ,118 
                     CASTLEMAINE ,95853, AUSTRALIA ,SA,-37.06667 ,144.23333 ,325 
                     WEEAPROINAH ,95855, AUSTRALIA ,SA,-38.63333 ,143.51667 ,492 
                          LEMNOS ,95871, AUSTRALIA ,SA,-36.36667 ,145.46667 ,113 
              FAWKNER BEACON AWS ,95872, AUSTRALIA ,SA,-37.95000 ,144.91667 ,10 
                      TARRAWARRA ,95876, AUSTRALIA ,SA,-37.65000 ,145.43333 ,100 
             WONTHAGGI COMPOSITE ,95881, AUSTRALIA ,SA,-38.60000 ,145.58333 ,52 
                   OLSENS BRIDGE ,95884, AUSTRALIA ,SA,-38.48333 ,146.31667 ,183 
             ALBURY AEROPORT AWS ,95896, AUSTRALIA ,SA,-36.06667 ,146.95000 ,165 
        LAKES ENTRANCE COMPOSITE ,95904, AUSTRALIA ,SA,-37.86667 ,147.98333 ,36 
                         ADELONG ,95906, AUSTRALIA ,SA,-35.31667 ,148.06667 ,333 
                       KHANCOBAN ,95907, AUSTRALIA ,SA,-36.21667 ,148.13333 ,337 
                         THREDBO ,95908, AUSTRALIA ,SA,-36.50000 ,148.30000 ,1380 
                     CRACKENBACK ,95909, AUSTRALIA ,SA,-36.48333 ,148.28333 ,1957 
 CHARLOTTE PASS KOSCIUSKO CHALET ,95912, AUSTRALIA ,SA,-36.43333 ,148.33333 ,1755 
              MOUNT MOORNAPA AWS ,95913, AUSTRALIA ,SA,-37.75000 ,147.13333 ,486 
               MERIMBULA AIRPORT ,95930, AUSTRALIA ,SA,-36.90000 ,149.90000 ,2 
                        BEGA AWS ,95931, AUSTRALIA ,SA,-36.66667 ,149.81667 ,41 
                    NAROOMA VRCP ,95935, AUSTRALIA ,SA,-36.21667 ,150.13333 ,25 
          GREEN CAPE LIGHT HOUSE ,95936, AUSTRALIA ,SA,-37.25000 ,150.05000 ,18 
                         WARATAH ,95950, AUSTRALIA ,SA,-41.45000 ,145.51667 ,615 
                       QEENSTOWN ,95951, AUSTRALIA ,SA,-42.06667 ,145.56667 ,187 
                    STRATHGORDON ,95953, AUSTRALIA ,SA,-42.76667 ,146.05000 ,320 
                ROSEBERY STATION ,95954, AUSTRALIA ,SA,-41.78333 ,145.51667 ,155 
                        LIAWENEE ,95955, AUSTRALIA ,SA,-41.88333 ,146.66667 ,1060 
             WYNYARD AIRPORT AWS ,95957, AUSTRALIA ,SA,-40.98333 ,145.71667 ,19 
           DEVONPORT AIRPORT AWS ,95960, AUSTRALIA ,SA,-41.16667 ,146.41667 ,10 
             LOW ROCKY POINT AWS ,95961, AUSTRALIA ,SA,-42.98333 ,145.50000 ,34 
                     DEAL ISLAND ,95965, AUSTRALIA ,SA,-39.46667 ,147.30000 ,85 
                        POWRANNA ,95968, AUSTRALIA ,SA,-41.68333 ,147.28333 ,163 
                       LIAPOOTAH ,95969, AUSTRALIA ,SA,-42.38333 ,146.51667 ,238 
                       TARRALEAH ,95970, AUSTRALIA ,SA,-42.30000 ,146.43333 ,589 
                      PALMERSTON ,95972, AUSTRALIA ,SA,-41.78333 ,146.98333 ,180 
                BRIDPORT EMMA ST ,95973, AUSTRALIA ,SA,-41.01667 ,147.40000 ,25 
                          FINGAL ,95974, AUSTRALIA ,SA,-41.63333 ,147.96667 ,233 
                        BULL BAY ,95975, AUSTRALIA ,SA,-43.10000 ,147.36667 ,40 
FLINDERS ISLAND LADY BARRON AERO ,95978, AUSTRALIA ,SA,-40.20000 ,148.23333 ,12 
                MOUNT WELLINGTON ,95979, AUSTRALIA ,SA,-42.88333 ,147.23333 ,1261 
                     SWAN ISLAND ,95980, AUSTRALIA ,SA,-40.73333 ,148.11667 ,9 
                STORYS CREEK AWS ,95982, AUSTRALIA ,SA,-41.61667 ,147.73333 ,779 
                          ORFORD ,95984, AUSTRALIA ,SA,-42.55000 ,147.86667 ,15 
                         BICHENO ,95989, AUSTRALIA ,SA,-41.86667 ,148.30000 ,10 
                         BELAWAN ,96033, INDONESIA ,SA,3.80000 ,98.70000 ,3 
                    TEBINGTINGGI ,96039, INDONESIA ,SA,3.36667 ,99.11667 ,
                         KISARAN ,96043, INDONESIA ,SA,3.00000 ,99.55000 ,
    TAPAK TUAN / TEUKU ALIRASIAN ,96045, INDONESIA ,SA,3.46667 ,97.30000 ,
                PENATANG SIANTAR ,96055, INDONESIA ,SA,2.95000 ,99.06667 ,
          PRAPAT / SIBISA MOTUNG ,96059, INDONESIA ,SA,2.16667 ,98.93333 ,
                        TARUTUNG ,96065, INDONESIA ,SA,2.01667 ,98.95000 ,
                           BATAN ,96087, INDONESIA ,SA,1.11667 ,104.11667 ,24 
                         TAREMPA ,96145, INDONESIA ,SA,3.20000 ,106.25000 ,3 
                         TAREMPA ,96145, INDONESIA ,UA,3.20000 ,106.25000 ,3 
                    KUALA BELAIT ,96323, BRUNEI DARUSSALAM ,SA,4.58333 ,114.20000 ,
           SRI AMAN / SIMANGGANG ,96418, MALAYSIA ,SA,1.21667 ,111.45000 ,11 
                           PALOH ,96535, INDONESIA ,SA,-1.70000 ,109.30000 ,15 
                      LONG NAWAN ,96539, INDONESIA ,SA,1.81667 ,114.90000 ,
                      NANGAPINOH ,96557, INDONESIA ,SA,-0.35000 ,111.78333 ,37 
                       PUTUSIBAU ,96565, INDONESIA ,SA,0.88333 ,112.93333 ,
                    SANGKULIRANG ,96577, INDONESIA ,SA,1.00000 ,118.00000 ,
                        LONGIRAM ,96597, INDONESIA ,SA,-1.63333 ,114.83333 ,
                     TANAHGROGOT ,96639, INDONESIA ,SA,-2.20000 ,116.31667 ,
             SAMPIT / HAJI HASAN ,96651, INDONESIA ,SA,-2.51667 ,112.95000 ,
                          SERANG ,96737, INDONESIA ,SA,-6.11667 ,106.13333 ,40 
         JAKARTA / TANJUNG PRIOK ,96741, INDONESIA ,SA,-6.10000 ,106.86667 ,2 
         JAKARTA / TANJUNG PRIOK ,96741, INDONESIA ,UA,-6.10000 ,106.86667 ,2 
           JAKARTA / OBSERVATORY ,96745, INDONESIA ,SA,-6.18333 ,106.83333 ,8 
                 CITEKO / PUNCAK ,96751, INDONESIA ,SA,-6.70000 ,106.93333 ,300 
                 BOGOR / DERMAGA ,96753, INDONESIA ,SA,-6.50000 ,106.75000 ,250 
           BOGOR / ATANG SANJAYA ,96755, INDONESIA ,SA,-6.55000 ,106.90000 ,171 
                      PULAU PARI ,96757, INDONESIA ,SA,-5.85000 ,106.61667 ,
                         BANDUNG ,96783, INDONESIA ,SA,-6.88333 ,107.60000 ,791 
                       JATIWANGI ,96791, INDONESIA ,SA,-6.75000 ,108.26667 ,50 
                           TEGAL ,96797, INDONESIA ,SA,-6.85000 ,109.15000 ,10 
                        SEMARANG ,96837, INDONESIA ,SA,-6.96667 ,110.41667 ,3 
                         PACITAN ,96857, INDONESIA ,SA,-8.20000 ,111.05000 ,1 
        SANGKAPURA BAWEAN ISLAND ,96925, INDONESIA ,SA,-5.85000 ,112.63333 ,3 
        SANGKAPURA BAWEAN ISLAND ,96925, INDONESIA ,UA,-5.85000 ,112.63333 ,3 
         KALIANGET MADURA ISLAND ,96973, INDONESIA ,SA,-7.05000 ,113.96667 ,3 
                      BANYUWANGI ,96987, INDONESIA ,SA,-8.21667 ,114.38333 ,5 
                      MALANGUANE ,97004, INDONESIA ,SA,4.21667 ,126.70000 ,
                        ULU SIAU ,97010, INDONESIA ,SA,2.66667 ,125.33333 ,
                          BITUNG ,97016, INDONESIA ,SA,1.43333 ,125.18333 ,3 
                BOLANG MONGONDAW ,97026, INDONESIA ,SA,0.98333 ,124.00000 ,
                      KOLONEDALE ,97100, INDONESIA ,SA,-2.00000 ,121.31667 ,
                  SOROAKO / LUWU ,97114, INDONESIA ,SA,-2.53333 ,121.35000 ,
                          MAJENE ,97120, INDONESIA ,SA,-2.50000 ,119.00000 ,8 
                          MAJENE ,97120, INDONESIA ,UA,-2.50000 ,119.00000 ,8 
                         MASAMBA ,97126, INDONESIA ,SA,-2.55000 ,120.36667 ,50 
                   KOLAKA / POMA ,97142, INDONESIA ,SA,-4.30000 ,121.53333 ,
                   UJANG PANDANG ,97182, INDONESIA ,SA,-5.06667 ,119.55000 ,14 
             RUTENG / SATARTACIK ,97284, INDONESIA ,SA,-8.63333 ,120.45000 ,
                           ENDEH ,97290, INDONESIA ,SA,-8.80000 ,121.60000 ,
                         WONRELI ,97330, INDONESIA ,SA,-8.06667 ,127.20000 ,
               ATAMBUA / HALIWEN ,97374, INDONESIA ,SA,-9.33333 ,124.90000 ,
                          KOMORO ,97388, EAST TIMOR ,SA,-8.55000 ,126.56667 ,550 
                        VIQUEQUE ,97394, EAST TIMOR ,SA,-8.86667 ,126.36667 ,
                       DILI KOTA ,97396, EAST TIMOR ,SA,-8.53333 ,126.56667 ,
                  MOROTAI / PITU ,97404, INDONESIA ,SA,2.05000 ,129.31667 ,
                             KAU ,97410, INDONESIA ,SA,1.16667 ,127.88333 ,
                            WEDA ,97438, INDONESIA ,SA,0.35000 ,127.91667 ,
                    MAPIA ISLAND ,97450, INDONESIA ,SA,0.83333 ,134.30000 ,
                        JAYAPURA ,97698, INDONESIA ,SA,-2.36667 ,140.71667 ,3 
                           GESER ,97748, INDONESIA ,SA,-3.80000 ,130.83333 ,3 
                           GESER ,97748, INDONESIA ,UA,-3.88333 ,130.90000 ,3 
                           NEIRA ,97790, INDONESIA ,SA,-4.53333 ,129.90000 ,4 
                TUAL / DUMATUBUN ,97810, INDONESIA ,SA,-5.68333 ,132.75000 ,12 
                TUAL / DUMATUBUN ,97810, INDONESIA ,UA,-5.68333 ,132.75000 ,12 
                            TEPA ,97890, INDONESIA ,SA,-7.83333 ,129.66667 ,
                         ITBAYAT ,98132, PHILIPPINES ,SA,20.80000 ,121.85000 ,123 
                         CALAYAN ,98133, PHILIPPINES ,SA,19.26667 ,121.46667 ,12 
                BASCO RADAR SITE ,98134, PHILIPPINES ,SA,20.43333 ,121.95000 ,12 
                BASCO RADAR SITE ,98136, PHILIPPINES ,SA,20.43333 ,121.95000 ,167 
               APARRI RADAR SITE ,98231, PHILIPPINES ,SA,18.36667 ,121.61667 ,8 
                       STO TOMAS ,98321, PHILIPPINES ,SA,16.33333 ,120.56667 ,2254 
       CROW VALLEY GUNNERY RANGE ,98322, PHILIPPINES ,SA,15.31667 ,120.38333 ,
                     NAULA POINT ,98323, PHILIPPINES ,SA,15.70000 ,119.96667 ,
                         DAGUPAN ,98325, PHILIPPINES ,SA,16.05000 ,120.33333 ,1 
                         BASA AB ,98326, PHILIPPINES ,SA,14.98333 ,120.48333 ,
                           MUNOZ ,98329, PHILIPPINES ,SA,15.71667 ,120.90000 ,75 
                      CABANATUAN ,98330, PHILIPPINES ,SA,15.48333 ,120.96667 ,31 
                BALER RADAR SITE ,98334, PHILIPPINES ,SA,15.75000 ,121.63333 ,175 
                       CASIGURAN ,98336, PHILIPPINES ,SA,16.28333 ,122.11667 ,3 
                          MANILA ,98425, PHILIPPINES ,SA,14.58333 ,120.98333 ,16 
                         TAYABAS ,98427, PHILIPPINES ,SA,14.03333 ,121.58333 ,157 
                  SCIENCE GARDEN ,98430, PHILIPPINES ,SA,14.63333 ,121.01667 ,45 
                        AMBULONG ,98432, PHILIPPINES ,SA,14.08333 ,121.05000 ,10 
                           TANAY ,98433, PHILIPPINES ,SA,14.50000 ,121.35000 ,614 
                         INFANTA ,98434, PHILIPPINES ,SA,14.75000 ,121.65000 ,5 
                     FERNANDO AB ,98436, PHILIPPINES ,SA,13.95000 ,121.38333 ,
                   SAN FRANCISCO ,98437, PHILIPPINES ,SA,13.36667 ,122.51667 ,44 
                            PILI ,98442, PHILIPPINES ,SA,13.56667 ,123.26667 ,34 
          CATANDUANES RADAR SITE ,98447, PHILIPPINES ,SA,13.98333 ,124.31667 ,228 
                           CORON ,98526, PHILIPPINES ,SA,12.00000 ,120.20000 ,12 
                      CATBALOGAN ,98548, PHILIPPINES ,SA,11.78333 ,124.88333 ,3 
                        BORONGAN ,98553, PHILIPPINES ,SA,11.61667 ,125.43333 ,6 
                            CUYO ,98630, PHILIPPINES ,SA,10.85000 ,121.03333 ,3 
                           LAHUG ,98645, PHILIPPINES ,SA,10.33333 ,123.90000 ,33 
                          MAASIN ,98648, PHILIPPINES ,SA,10.13333 ,124.83333 ,71 
                          BUGSUK ,98712, PHILIPPINES ,SA,8.18333 ,117.30000 ,2 
                  LUMBIA AIRPORT ,98747, PHILIPPINES ,SA,8.43333 ,124.28333 ,186 
                        HINATUAN ,98755, PHILIPPINES ,SA,8.36667 ,126.33333 ,2 
            CAGAYAN DE TAWI-TAWI ,98815, PHILIPPINES ,SA,7.00000 ,118.08333 ,33 
                            JOLO ,98830, PHILIPPINES ,SA,6.05000 ,121.00000 ,11 
                         ------- ,, -- ,SA,28.58000 ,-92.45000 ,25 
                         KLAWOCK ,, US ,SA,55.58000 ,-133.07000 ,15 
  ABERDEEN IDAHO WEATHER STATION ,, US ,AM,42.95333 ,-112.82667 ,1341 
   AFTON WYOMING WEATHER STATION ,, US ,AM,42.73333 ,-110.93583 ,1893 
                     AGENCY LAKE ,, US ,AM,42.56530 ,-121.98250 ,1265 
    ASHTON IDAHO WEATHER STATION ,, US ,AM,44.02500 ,-111.45000 ,1615 
              ALASKA PORTABLE #1 ,, US ,RW,64.14600 ,-145.90100 ,305 
              ALASKA PORTABLE #2 ,, US ,RW,63.70000 ,-145.25600 ,75 
              ALASKA PORTABLE #3 ,, US ,RW,64.92400 ,-147.59900 ,75 
                          ALPINE ,, US ,RW,33.84200 ,-109.12200 ,2448 
                          AURORA ,, US ,AM,45.28190 ,-122.75030 ,43 
                  ALEXANDRIA BAY ,, US ,CM,44.33000 ,-75.93000 ,76 
                     FOWEY ROCKS ,99456, US ,SA,25.98000 ,-80.17000 ,0 
                  ALEXANDRIA BAY ,99455, US ,SA,44.55000 ,-75.93000 ,76 
   BANDON OREGON WEATHER STATION ,, US ,AM,43.09111 ,-124.41722 ,24 
                    ABERDEEN 20N ,, US ,HM,47.26700 ,-123.70000 ,43 
                         WISHKAH ,, US ,AW,47.15400 ,-123.74700 ,
                  ABERNATHY MTN. ,, US ,RW,46.35000 ,-123.10000 ,884 
                        BIG LAKE ,, US ,RW,61.51800 ,-149.90800 ,30 
                    BAKER VALLEY ,, US ,AM,44.88190 ,-117.96360 ,1042 
                      BLACK CAPE ,, US ,RW,58.40700 ,-152.88600 ,23 
                  BONNEVILLE DAM ,, US ,AM,45.64780 ,-121.93110 ,24 
     BOISE IDAHO WEATHER STATION ,, US ,AM,43.62083 ,-116.18611 ,829 
BROKEN O RANCH MONTANA WEATHER S ,, US ,AM,47.52083 ,-112.10000 ,1151 
 BOZEMAN MONTANA WEATHER STATION ,, US ,AM,45.67361 ,-111.15000 ,1455 
         ABRAMS ISLAND ON ISLAND ,, CN ,CC,52.53600 ,-128.83100 ,
                       BROOKINGS ,, US ,AM,42.03000 ,-124.24080 ,24 
                      ALBRO LAKE ,, US ,SN,45.58000 ,-111.95000 ,2529 
                   AUBURN SCHOOL ,, US ,AW,47.32700 ,-122.27800 ,
             AUBURN / AUBURN SHS ,, US ,AW,47.31000 ,-122.21700 ,
                     BUCKSKIN LO ,, US ,RW,36.26800 ,-110.60800 ,2256 
                          AUBURN ,, US ,AW,47.30000 ,-122.22000 ,30 
                     CAPE KIAVAK ,, US ,RW,56.99900 ,-153.54200 ,30 
                         CARRIZO ,, US ,RW,34.20800 ,-110.53400 ,2082 
                            CARR ,, US ,RW,31.44500 ,-110.28000 ,1646 
            COCOS ISLAND AIRPORT ,96996, CHRISTMAS ISLAND ,UA,-12.18333 ,96.83333 ,3 
CEDARVILLE CALIFORNIA WEATHER ST ,, US ,AM,41.59194 ,-120.17250 ,1402 
                   CHEDISKI PEAK ,, US ,RW,34.18400 ,-110.66400 ,2232 
                     CHISTOCHINA ,, US ,RW,62.56500 ,-144.66500 ,701 
                      CHIEF COVE ,, US ,RW,57.72900 ,-153.93300 ,46 
                       CHUCK BOX ,, US ,RW,34.25000 ,-110.67200 ,2278 
CHRISTMAS VALLEY OREGON WEATHER  ,, US ,AM,43.24528 ,-120.72806 ,1329 
                   CIBECUE RIDGE ,, US ,RW,34.06800 ,-110.36800 ,2050 
                CHIEF JOSEPH DAM ,, US ,AM,47.99080 ,-119.63560 ,302 
ACLAND ISLANDS LIGHT BUOY U60 W  ,, CN ,CC,48.81000 ,-123.38200 ,
               COCONINO MICRO #1 ,, US ,RW,35.14500 ,-111.67500 ,2134 
               COCONINO MICRO #3 ,, US ,RW,0.00000 ,0.00000 ,0 
               COCONINO MICRO #4 ,, US ,RW,35.15300 ,-111.65800 ,2134 
                       COLUMBINE ,, US ,RW,32.70400 ,-109.91400 ,2902 
CORVALLIS MONTANA WEATHER STATIO ,, US ,AM,46.33333 ,-114.08333 ,1096 
 CRESTON MONTANA WEATHER STATION ,, US ,AM,48.18750 ,-114.12778 ,899 
CORVALLIS OREGON WEATHER STATION ,, US ,AM,44.63611 ,-123.19111 ,70 
ACTIVE PASS RADIOBEACON ON GEORG ,, CN ,CC,48.87300 ,-123.29000 ,
                           ACTON ,, US ,RW,34.44600 ,-118.20000 ,792 
ADDENBROKE ISLAND ON W POINT OF  ,, CN ,CC,51.60300 ,-127.86400 ,
                    DEER SPRINGS ,, US ,RW,34.29800 ,-110.41900 ,2198 
 DEE FLAT OREGON WEATHER STATION ,, US ,AM,45.57361 ,-121.64722 ,381 
        DENT DWORSHAK-DENT ACRES ,, US ,AM,46.62330 ,-116.22060 ,506 
                    POMEROY 11SE ,, US ,HM,46.26700 ,-117.58300 ,450 
                 ADIN - PORTABLE ,, US ,RW,41.30000 ,-120.93300 ,1524 
                        ADIN MTN ,, US ,SN,41.15000 ,-120.46000 ,1889 
              DOUGLAS - PORTABLE ,, US ,RW,31.44400 ,-109.08300 ,1433 
DEER LODGE MONTANA WEATHER STATI ,, US ,AM,46.33556 ,-112.76667 ,1426 
                    DETROIT LAKE ,, US ,AM,42.73000 ,-122.17920 ,511 
                   ADVENTURE BAY ,, CN ,CC,50.22800 ,-119.40300 ,
     ECHO OREGON WEATHER STATION ,, US ,AM,45.71111 ,-119.35000 ,232 
                          EUREKA ,, US ,AM,39.68530 ,-115.97860 ,1797 
 FAIRFIELD IDAHO WEATHER STATION ,, US ,AM,43.30833 ,-114.82500 ,1536 
                          FALLON ,, US ,AM,39.45810 ,-118.77690 ,1209 
                       FLAGSTAFF ,, US ,RW,35.14500 ,-111.67500 ,2134 
FOREST GROVE OREGON WEATHER STAT ,, US ,AM,45.55361 ,-123.08278 ,55 
                   FORT APACHE 1 ,, US ,RW,39.82500 ,-109.98000 ,1671 
                FORT APACHE RX#1 ,, US ,RW,33.81300 ,-109.97200 ,1646 
                   FRAZIER WELLS ,, US ,RW,35.84600 ,-113.05500 ,2064 
                         FRWS-24 ,, US ,RW,32.57900 ,-110.85400 ,1212 
                         FRWS-25 ,, US ,RW,32.42800 ,-110.90700 ,869 
                          FRWS-9 ,, US ,RW,32.20500 ,-110.53400 ,2579 
                   FRWS-11 RODEO ,, US ,RW,34.22100 ,-110.10300 ,2062 
                 PARADISE SNOTEL ,, US ,HM,46.78300 ,-121.75000 ,512 
                        PARADISE ,, US ,SN,46.78000 ,-121.75000 ,1560 
 FORT HALL IDAHO WEATHER STATION ,, US ,AM,43.07139 ,-112.43111 ,1355 
                          FWSRX1 ,, US ,RW,64.83300 ,-147.61700 ,138 
                GRAND COULEE DAM ,, US ,AM,47.94530 ,-118.95360 ,402 
GRAND VIEW IDAHO WEATHER STATION ,, US ,AM,42.91250 ,-116.05611 ,786 
               GEORGE CREEK RAWS ,, US ,RW,63.83800 ,-144.35000 ,465 
GEORGE WASHINGTON WEATHER STATIO ,, US ,AM,47.03583 ,-119.64722 ,351 
GREENFIELDS IRRIG DIST MT WEATHE ,, US ,AM,47.65833 ,-111.81250 ,1164 
GLENNS FERRY IDAHO WEATHER STATI ,, US ,AM,42.86667 ,-115.34444 ,933 
                         HONIARA ,, SOLOMON IS. ,SA,-9.43667 ,160.01667 ,
             HONIARA / HENDERSON ,91520, SOLOMON ISLANDS ,SA,-9.41667 ,160.05000 ,8 
                      SANTA CRUZ ,91541, SOLOMON ISLANDS ,SA,-10.70000 ,165.80000 ,23 
