STATION,ICAO,LAT,LON,ELEV,M,PRIORITY,CD,COUNTRY
WOOSTER,KBJJ,40.87 ,-81.88 ,343,X,7,OH,US
WRIGHT PATERSON,KFFO,39.82 ,-84.03 ,251,X,6,OH,US
YOUNGSTOWN,KYNG,41.25 ,-80.67 ,360,X,6,OH,US
ZANESVILLE,KZZV,39.95 ,-81.90 ,268,X,6,OH,US
ASHTABULA,K7G2,41.78 ,-80.70 ,276,Z,8,OH,US
ASHTABULA,KSHI,41.78 ,-80.70 ,276,Z,8,OH,US
COLUMBUS/BOLTON,K2I4,39.90 ,-83.13 ,290,Z,8,OH,US
LANCASTER,KI15,39.75 ,-82.65 ,265,Z,8,OH,US
LORAIN/ELYRIA,K22G,41.35 ,-82.18 ,241,Z,8,OH,US
NEWARK,K2I8,40.02 ,-82.47 ,268,Z,8,OH,US
RAVENA/PORTAGE,K29G,41.22 ,-81.25 ,365,Z,8,OH,US
ADA,KADH,34.80 ,-96.67 ,308,X,7,OK,US
ARDMORE,KADM,34.28 ,-97.02 ,232,X,4,OK,US
ARDMORE/EXEC,K1F0,34.15 ,-97.12 ,257,X,8,OK,US
ALTUS AFB,KLTS,34.67 ,-99.27 ,420,X,6,OK,US
ALTUS/QUARTZ MTN,KAXS,34.70 ,-99.33 ,437,X,7,OK,US
ALVA,KAVK,36.77 ,-98.67 ,449,X,7,OK,US
ATOKA,KAQR,34.40 ,-96.15 ,189,X,7,OK,US
BARTLESVILLE,KBVO,36.77 ,-96.02 ,210,X,7,OK,US
BLACKWELL,KBKN,36.75 ,-97.35 ,314,X,7,OK,US
CLAREMORE,KGCM,36.30 ,-95.48 ,221,X,7,OK,US
CHANDLER,KCQB,35.72 ,-96.82 ,300,X,7,OK,US
CHICKASHA,KCHK,35.10 ,-97.97 ,351,X,7,OK,US
CLINTON,KCSM,35.35 ,-99.20 ,588,X,7,OK,US
CLINTON,KCLK,35.53 ,-98.93 ,492,X,8,OK,US
CUSHING,KCUH,35.95 ,-96.77 ,279,X,7,OK,US
DUNCAN,KDUC,34.47 ,-97.97 ,339,X,7,OK,US
DURANT,KDUA,33.95 ,-96.40 ,213,X,7,OK,US
EL RENO MUNI,KRQO,35.47 ,-98.00 ,432,X,8,OK,US
ENID/VANCE AFB,KEND,36.32 ,-97.92 ,398,X,4,OK,US
ENID/WOODRING,KWDG,36.37 ,-97.77 ,356,X,7,OK,US
FORT SILL,KFSI,34.65 ,-98.40 ,362,X,7,OK,US
FREDERICK/ALTUS,KFDR,34.35 ,-98.98 ,386,X,5,OK,US
GAGE,KGAG,36.30 ,-99.77 ,668,X,6,OK,US
GROVE,KGMJ,36.60 ,-94.73 ,254,X,7,OK,US
GUTHRIE,KGOK,35.85 ,-97.40 ,324,X,7,OK,US
GUYMON,KGUY,36.68 ,-101.50 ,948,X,7,OK,US
HOBART,KHBR,34.98 ,-99.05 ,473,X,6,OK,US
IDABEL,K4O4,33.92 ,-94.87 ,144,X,8,OK,US
LAWTON,KLAW,34.55 ,-98.42 ,337,X,7,OK,US
MCALESTER,KMLC,34.88 ,-95.78 ,232,X,6,OK,US
MUSKOGEE,KMKO,35.65 ,-95.37 ,185,X,7,OK,US
NORMAN/WESTHEIME,KOUN,35.25 ,-97.47 ,357,X,3,OK,US
OKLAHOMA CITY,KOKC,35.38 ,-97.60 ,390,X,2,OK,US
OKLA CITY/WILEY,KPWA,35.53 ,-97.65 ,397,X,7,OK,US
OKLA CITY/PAGE,KRCE,35.48 ,-97.82 ,413,X,7,OK,US
OKMULGEE,KOKM,35.67 ,-95.95 ,220,X,7,OK,US
PAULS VALLEY,KPVJ,34.72 ,-97.22 ,295,X,7,OK,US
PONCA CITY,KPNC,36.73 ,-97.10 ,308,X,6,OK,US
POTEAU (R KERR),KRKR,35.02 ,-94.62 ,138,X,7,OK,US
SALLISAW,KJSV,35.43 ,-94.80 ,161,X,7,OK,US
SEMINOLE,KSRE,35.27 ,-96.68 ,312,X,8,OK,US
SHAWNEE,KSNL,35.35 ,-96.95 ,327,X,7,OK,US
STIGLER,KGZL,35.28 ,-95.10 ,183,X,7,OK,US
STILLWATER,KSWO,36.17 ,-97.08 ,290,X,7,OK,US
TAHLEQUAH,KTQH,35.93 ,-95.00 ,266,X,7,OK,US
TINKER AFB,KTIK,35.42 ,-97.37 ,394,X,6,OK,US
TULSA,KTUL,36.20 ,-95.88 ,207,X,3,OK,US
TULSA,KRVS,36.05 ,-95.98 ,200,X,6,OK,US
WATONGA,KJWG,35.87 ,-98.42 ,472,X,7,OK,US
WEATHERFORD,KOJA,35.55 ,-98.67 ,490,X,7,OK,US
WOODWARD,KWWR,36.45 ,-99.52 ,667,X,7,OK,US
EL RENO MUNI,KF28,35.47 ,-98.00 ,432,Z,8,OK,US
PAGE,KPGO,34.68 ,-94.62 ,883,Z,8,OK,US
SEMINOLE,KH45,35.27 ,-96.68 ,312,Z,8,OK,US
PORTLAND,KPDX,45.58 ,-122.60 ,7,X,2,OR,US
HILLSBORO/PORTLD,KHIO,45.55 ,-122.95 ,68,X,6,OR,US
ASTORIA,KAST,46.15 ,-123.88 ,3,X,4,OR,US
AURORA,KUAO,45.25 ,-122.77 ,59,X,7,OR,US
BAKER,KBKE,44.85 ,-117.82 ,1024,X,6,OR,US
BEND,KBDN,44.10 ,-121.20 ,1055,X,8,OR,US
BROOKINGS,KBOK,42.07 ,-124.28 ,140,X,7,OR,US
BURNS,KBNO,43.60 ,-118.95 ,1264,X,6,OR,US
CAPE BLANCO (CGS,K92S,42.83 ,-124.57 ,57,X,7,OR,US
CASCADE LOCKS ST,KCZK,45.67 ,-121.87 ,46,X,7,OR,US
CLATSOP SPIT,K3CL,46.23 ,-124.02 ,9,X,7,OR,US
CORVALLIS MUNI A,KCVO,44.50 ,-123.27 ,75,X,7,OR,US
EUGENE,KEUG,44.13 ,-123.22 ,114,X,1,OR,US
FLORENCE MUNI,K6S2,43.98 ,-124.12 ,16,X,7,OR,US
GOLD BEACH,K4S1,42.42 ,-124.42 ,5,X,7,OR,US
HERMISTON,KHRI,45.83 ,-119.27 ,195,X,7,OR,US
JOHN DAY STATE,KGCD,44.38 ,-118.97 ,1127,X,7,OR,US
KLAMATH FALLS,KLMT,42.15 ,-121.72 ,1246,X,6,OR,US
LA GRANDE,KLGD,45.27 ,-118.00 ,827,X,7,OR,US
LAKEVIEW,KLKV,42.17 ,-120.40 ,1441,X,6,OR,US
MCMINNVILLE,KMMV,45.20 ,-123.13 ,48,X,7,OR,US
MEACHAM,KMEH,45.52 ,-118.42 ,1136,X,7,OR,US
MEDFORD,KMFR,42.38 ,-122.87 ,396,X,0,OR,US
NEWPORT,KJNW,44.57 ,-124.07 ,48,X,7,OR,US
NEWPORT,KONP,44.57 ,-124.03 ,48,X,6,OR,US
NORTH BEND,KOTH,43.42 ,-124.25 ,4,X,6,OR,US
ONTARIO,KONO,44.02 ,-117.02 ,667,X,7,OR,US
PENDLETON,KPDT,45.70 ,-118.83 ,462,X,2,OR,US
REDMOND,KRDM,44.25 ,-121.15 ,938,X,6,OR,US
ROME,KP88,42.88 ,-117.65 ,1162,X,7,OR,US
ROME,KREO,42.58 ,-117.87 ,1235,X,6,OR,US
ROOSTER ROCK,KRRK,45.55 ,-122.97 ,50,X,7,OR,US
ROSEBURG,KRBG,43.23 ,-123.35 ,154,X,7,OR,US
SALEM,KSLE,44.90 ,-123.00 ,59,X,2,OR,US
SCAPPOOSE,KSPB,45.77 ,-122.87 ,14,X,7,OR,US
SEA LION CAVES,K2SL,44.12 ,-124.13 ,121,X,7,OR,US
SEXTON SUMMIT,KSXT,42.60 ,-123.37 ,1170,X,7,OR,US
THE DALLES,KDLS,45.62 ,-121.17 ,71,X,3,OR,US
TILLAMOOK,KTMK,45.42 ,-123.82 ,11,X,7,OR,US
TROUTDALE,KTTD,45.55 ,-122.42 ,14,X,6,OR,US
ASTORIA CG,KNMW,46.15 ,-123.88 ,3,Z,8,OR,US
AURORA STATE,K3S2,45.25 ,-122.77 ,60,Z,8,OR,US
BROOKINGS,K4BK,42.03 ,-124.27 ,24,Z,8,OR,US
HERMISTON,KS22,45.83 ,-119.27 ,195,Z,8,OR,US
JOHN DAY STATE,K5J0,44.38 ,-118.97 ,1127,Z,8,OR,US
LAKEVIEW,K4LW,42.22 ,-120.35 ,1455,Z,8,OR,US
PACIFIC CITY,KPFC,45.20 ,-123.95 ,5,Z,8,OR,US
SCAPPOOSE,K1S4,45.77 ,-122.87 ,14,Z,8,OR,US
TILLAMOOK,KS47,45.42 ,-123.82 ,11,Z,9,OR,US
ALLENTOWN,KABE,40.65 ,-75.45 ,114,X,6,PA,US
ALLENTOWN QUEEN,KXLL,40.57 ,-75.48 ,122,X,8,PA,US
ALTOONA,KAOO,40.30 ,-78.32 ,455,X,6,PA,US
AVOCA/WILKES B.,KAVP,41.33 ,-75.73 ,291,X,6,PA,US
BEAVER FALLS ARP,KBVI,40.77 ,-80.40 ,382,X,6,PA,US
BRADFORD,KBFD,41.80 ,-78.63 ,647,X,6,PA,US
BUTLER CO.,KBTP,40.77 ,-79.95 ,380,X,7,PA,US
CLEARFIELD,KFIG,41.05 ,-78.42 ,462,X,7,PA,US
COATESVILLE,KMQS,39.98 ,-75.87 ,201,X,7,PA,US
DOYLESTOWN,KDYL,40.33 ,-75.12 ,117,X,7,PA,US
DU BOIS,KDUJ,41.17 ,-78.90 ,554,X,6,PA,US
ERIE,KERI,42.08 ,-80.18 ,222,X,4,PA,US
FOUNTAIN DALE,KRYT,39.73 ,-77.43 ,274,X,8,PA,US
FRANKLIN,KFKL,41.37 ,-79.87 ,469,X,6,PA,US
HARRISBURG,KCXY,40.22 ,-76.85 ,106,X,7,PA,US
INDIANA/STEWART,KIDI,40.62 ,-79.08 ,429,X,7,PA,US
JOHNSTOWN,KJST,40.32 ,-78.83 ,694,X,6,PA,US
LANCASTER,KLNS,40.12 ,-76.30 ,125,X,7,PA,US
LATROBE/WESTMORL,KLBE,40.27 ,-79.40 ,361,X,6,PA,US
MEADVILLE,KGKJ,41.63 ,-80.22 ,428,X,7,PA,US
MIDDLETOWN,KMDT,40.20 ,-76.77 ,95,X,6,PA,US
MT. POCONO,KMPO,41.13 ,-75.38 ,577,X,7,PA,US
MUIR AAF/INDIANT,KMUI,40.42 ,-76.57 ,149,X,6,PA,US
NEW CASTLE MUNI,KUCP,41.03 ,-80.42 ,327,X,8,PA,US
PHILADELPHIA,KPHL,39.87 ,-75.23 ,18,X,3,PA,US
PHILADELPHIA/NE,KPNE,40.08 ,-75.02 ,28,X,4,PA,US
PHILLY WINGS F,KLOM,40.13 ,-75.27 ,92,X,7,PA,US
PHILIPSBURG/MID,KPSB,40.87 ,-78.07 ,594,X,6,PA,US
PITTSBURGH/ALLEG,KAGC,40.35 ,-79.92 ,389,X,6,PA,US
PITTSBURGH,KPIT,40.50 ,-80.27 ,357,X,2,PA,US
POTTSTOWN,KPTW,40.23 ,-75.55 ,92,X,7,PA,US
QUAKERTOWN ARP,KUKT,40.43 ,-75.38 ,160,X,7,PA,US
READING,KRDG,40.37 ,-75.97 ,109,X,6,PA,US
SELINSGROVE,KSEG,40.82 ,-76.87 ,134,X,7,PA,US
STATE COLLEGE,KUNV,40.85 ,-77.83 ,378,X,3,PA,US
WASHINGTON,KAFJ,40.12 ,-80.27 ,361,X,7,PA,US
WILLIAMSPORT,KIPT,41.25 ,-76.92 ,164,X,6,PA,US
WILLOW GROVE NAS,KNXX,40.20 ,-75.15 ,110,X,6,PA,US
YORK,KTHV,39.92 ,-76.88 ,144,X,7,PA,US
ALLENTOWN QUEEN,KJVU,40.57 ,-75.48 ,122,Z,9,PA,US
CLEARFIELD,KN97,41.05 ,-78.42 ,462,Z,8,PA,US
COATESVILLE,K40N,39.98 ,-75.87 ,201,Z,9,PA,US
HAWLEY,KHAW,41.48 ,-75.17 ,268,Z,8,PA,US
MEADVILLE,K2G6,41.62 ,-80.20 ,428,Z,8,PA,US
TOBYHANNA,K7TB,41.18 ,-75.42 ,585,Z,8,PA,US
BLOCK ISLAND,KBID,41.17 ,-71.57 ,33,X,7,RI,US
N. KINGSTON/QUON,KOQU,41.60 ,-71.42 ,6,X,7,RI,US
NEWPORT,KUUU,41.53 ,-71.28 ,51,X,7,RI,US
PAWTUCKET,KSFZ,41.92 ,-71.50 ,134,X,7,RI,US
PROVIDENCE/GREEN,KPVD,41.72 ,-71.43 ,16,X,3,RI,US
WESTERLY,KWST,41.35 ,-71.80 ,21,X,7,RI,US
NEWPORT,K2B4,41.53 ,-71.28 ,52,Z,8,RI,US
WOONSOCKET,K1B6,41.92 ,-71.52 ,35,Z,8,RI,US
AIKEN,KAIK,33.65 ,-81.68 ,161,X,8,SC,US
ANDERSON,KAND,34.50 ,-82.72 ,239,X,6,SC,US
BARNWELL,KBNL,33.25 ,-81.38 ,75,X,7,SC,US
BEAUFORT MCAS,KNBC,32.47 ,-80.72 ,12,X,6,SC,US
BEAUFORT CNTY,KARW,32.42 ,-80.63 ,4,X,7,SC,US
BERKELEY MONCKS,KMKS,33.18 ,-80.03 ,23,X,7,SC,US
CAMDEN WOODWARD,KCDN,34.28 ,-80.57 ,92,X,8,SC,US
CHARLESTON,KCHS,32.90 ,-80.03 ,13,X,1,SC,US
CHARLESTON/EXEC,KJZI,32.70 ,-80.00 ,6,X,8,SC,US
CHERAW,KCQW,34.72 ,-79.95 ,73,X,8,SC,US
CHESTER CATAWBA,KDCM,34.78 ,-81.20 ,200,X,8,SC,US
CLEMSON,KCEU,34.67 ,-82.88 ,268,X,7,SC,US
COLUMBIA,KCAE,33.93 ,-81.12 ,70,X,3,SC,US
COLUMBIA-OWENS,KCUB,33.97 ,-81.00 ,56,X,7,SC,US
CONWAY-HORRY CTY,KHYW,33.83 ,-79.12 ,11,X,8,SC,US
DARLINGTON CNTY,KUDG,34.45 ,-79.88 ,59,X,7,SC,US
FLORENCE,KFLO,34.18 ,-79.73 ,44,X,6,SC,US
GEORGETOWN,KGGE,33.32 ,-79.32 ,12,X,8,SC,US
GREENWOOD,KGRD,34.25 ,-82.15 ,185,X,7,SC,US
GREER/SPARTANSBG,KGSP,34.90 ,-82.22 ,287,X,3,SC,US
GREENVILLE,KGMU,34.85 ,-82.35 ,315,X,5,SC,US
GREENVILLE,KGYH,34.75 ,-82.38 ,292,X,7,SC,US
HARTSVILLE,KHVS,34.40 ,-80.12 ,111,X,8,SC,US
HILTON HEAD,KHXD,32.22 ,-80.70 ,6,X,7,SC,US
KINGSTREE,KCKI,33.72 ,-79.85 ,21,X,8,SC,US
LANCASTER,KLKR,34.72 ,-80.85 ,149,X,8,SC,US
LAURENS,KLUX,34.50 ,-81.95 ,213,X,8,SC,US
MANNING,KMNI,33.58 ,-80.22 ,32,X,8,SC,US
MARION,KMAO,34.18 ,-79.33 ,28,X,8,SC,US
MARLBORO CNTY,KBBP,34.62 ,-79.73 ,45,X,8,SC,US
MCENTIRE ANG BAS,KMMT,33.92 ,-80.78 ,77,X,6,SC,US
MOUNT PLEASANT,KLRO,32.90 ,-79.78 ,4,X,8,SC,US
MYRTLE BEACH,KMYR,33.67 ,-78.92 ,8,X,6,SC,US
NORTH MYRTLE BEA,KCRE,33.82 ,-78.72 ,10,X,6,SC,US
NEWBERRY,KEOE,34.32 ,-81.63 ,174,X,8,SC,US
ORANGEBURG,KOGB,33.47 ,-80.85 ,59,X,7,SC,US
ROCK HILL,KUZA,34.98 ,-81.05 ,202,X,7,SC,US
SHAW AFB/SUMTER,KSSC,33.97 ,-80.47 ,74,X,6,SC,US
SPARTANBURG VOR,KSPA,35.03 ,-81.93 ,303,X,8,SC,US
SUMMERVILLE,KDYB,33.07 ,-80.28 ,18,X,8,SC,US
SUMTER,KSMS,34.00 ,-80.37 ,56,X,8,SC,US
WALTERBORO,KRBW,32.92 ,-80.63 ,31,X,8,SC,US
WINNSBORO,KFDW,34.32 ,-81.12 ,176,X,8,SC,US
CHARLESTON AFB,KIGC,32.90 ,-80.03 ,14,Z,8,SC,US
GRNVL/DNLDSN,KXAA,34.75 ,-82.38 ,320,Z,8,SC,US
HILTON HEAD,K49J,32.22 ,-80.70 ,6,Z,8,SC,US
ROCK HILL,K29J,34.98 ,-81.05 ,202,Z,8,SC,US
SUMTER/POINSETT,K2PJ,33.85 ,-80.48 ,68,Z,8,SC,US
ABERDEEN,KABR,45.45 ,-98.42 ,397,X,3,SD,US
BELLE FOURCHE,KEFC,44.72 ,-103.87 ,982,X,7,SD,US
BROOKINGS,KBKX,44.28 ,-96.82 ,502,X,7,SD,US
BUFFALO,K2WX,45.60 ,-103.55 ,915,X,7,SD,US
CHAMBERLAIN,K9V9,43.77 ,-99.32 ,519,X,7,SD,US
CUSTER,KCUT,43.73 ,-103.62 ,1725,X,7,SD,US
ELLSWORTH AFB,KRCA,44.13 ,-103.08 ,999,X,6,SD,US
FAITH,KD07,45.03 ,-102.02 ,784,X,7,SD,US
HURON,KHON,44.38 ,-98.23 ,390,X,6,SD,US
LEMMON,KY22,45.92 ,-102.17 ,781,X,7,SD,US
MADISON,KMDS,44.02 ,-97.08 ,524,X,7,SD,US
MITCHELL,KMHE,43.77 ,-98.02 ,397,X,7,SD,US
MOBRIDGE,KMBG,45.55 ,-100.42 ,510,X,6,SD,US
PHILIP,KPHP,44.05 ,-101.60 ,672,X,7,SD,US
PIERRE,KPIR,44.38 ,-100.28 ,526,X,3,SD,US
PINE RIDGE,KIEN,43.03 ,-102.52 ,998,X,7,SD,US
RAPID CITY,KRAP,44.05 ,-103.05 ,965,X,2,SD,US
SIOUX FALLS,KFSD,43.58 ,-96.75 ,436,X,2,SD,US
SISSETON,K8D3,45.67 ,-96.98 ,354,X,7,SD,US
SPEARFISH/CLYDE,KSPF,44.47 ,-103.77 ,1188,X,7,SD,US
WATERTOWN,KATY,44.90 ,-97.15 ,532,X,6,SD,US
WINNER,KICR,43.38 ,-99.85 ,621,X,7,SD,US
WINNER,KSFD,43.38 ,-99.85 ,621,Z,9,SD,US
YANKTON,KYKN,42.92 ,-97.37 ,398,X,7,SD,US
BELLE FOURCHE,KBEL,44.80 ,-104.05 ,971,X,9,SD,US
JCT SD44 US385,KPAC,44.10 ,-103.52 ,1494,X,9,SD,US
ELLSWORTH I90,KEL0,44.12 ,-103.08 ,939,X,9,SD,US
WASTA I90,KWTA,44.08 ,-102.48 ,810,X,9,SD,US
SHERIDAN LAKE RD,KSL0,44.03 ,-103.43 ,1478,X,9,SD,US
EDGEMONT US18,KED0,43.28 ,-103.88 ,1136,X,9,SD,US
SD-WY BORDR US85,KNE0,44.18 ,-104.05 ,1940,X,9,SD,US
GLAD VLY SD20,KGLV,45.40 ,-101.78 ,753,X,9,SD,US
BATESLAND US18,KBAT,43.13 ,-102.10 ,1042,X,9,SD,US
LEMMON US12,KLEM,45.93 ,-102.18 ,783,X,9,SD,US
ANDOVER,KADR,45.43 ,-97.93 ,453,X,9,SD,US
BELVIDERE,KBVD,43.90 ,-101.13 ,728,X,9,SD,US
BRANDT,KBRA,44.68 ,-96.85 ,564,X,9,SD,US
CACTUS FLATS,KCAC,43.83 ,-101.77 ,751,X,9,SD,US
KADOKA,KKAD,43.87 ,-101.83 ,765,X,9,SD,US
FREDERICK,KFED,45.93 ,-98.57 ,427,X,9,SD,US
HARROLD,KHRD,44.53 ,-99.70 ,547,X,9,SD,US
HERRIED,KHER,45.85 ,-100.10 ,513,X,9,SD,US
MISSION,KMIS,43.03 ,-100.62 ,789,X,9,SD,US
RELIANCE,KREL,43.87 ,-99.57 ,542,X,9,SD,US
SUMMIT,KSUM,45.33 ,-97.08 ,607,X,9,SD,US
TOLSTOY,KTLS,45.22 ,-99.67 ,596,X,9,SD,US
VICTOR,KVIC,45.90 ,-96.87 ,329,X,9,SD,US
VIVIAN,KVIV,44.23 ,-100.37 ,588,X,9,SD,US
CUSTER,K0V1,43.73 ,-103.62 ,1725,Z,8,SD,US
MOBRIDGE,KY26,45.53 ,-100.43 ,508,Z,8,SD,US
PHILIP,KP05,44.07 ,-101.65 ,683,Z,8,SD,US
REDIG,KREJ,45.27 ,-103.53 ,925,Z,8,SD,US
ABERDEEN,QABS,45.48 ,-98.47 ,395,X,9,SD,US
ALCESTER,QALS,43.02 ,-96.63 ,342,X,9,SD,US
BALTIC,QBAS,43.77 ,-96.73 ,342,X,9,SD,US
BRANDON,QBRS,43.60 ,-96.58 ,342,X,9,SD,US
FT THOMPSON,QCES,44.07 ,-99.43 ,440,X,9,SD,US
CLARK,QCLS,44.88 ,-97.73 ,342,X,9,SD,US
REDFIELD,QDPS,44.88 ,-98.52 ,397,X,9,SD,US
LEAD,QDSS,44.35 ,-103.78 ,1560,X,9,SD,US
ELKTON,QEKS,44.23 ,-96.48 ,342,X,9,SD,US
PARKSTON,QESS,43.40 ,-97.98 ,426,X,9,SD,US
GETTYSBURG,QETS,45.02 ,-99.97 ,628,X,9,SD,US
GARRETSON,QGAS,43.72 ,-96.50 ,342,X,9,SD,US
CHAMBERLAIN,QHAS,43.80 ,-99.33 ,447,X,9,SD,US
BRITTON,QHHS,45.78 ,-97.75 ,414,X,9,SD,US
HOWARD,QHOS,44.02 ,-97.53 ,342,X,9,SD,US
WINNER,QHSS,43.38 ,-99.87 ,622,X,9,SD,US
HURON,QHUS,44.35 ,-98.23 ,388,X,9,SD,US
KADOKA,QKAS,43.83 ,-101.52 ,749,X,9,SD,US
BROOKINGS,QKGS,44.28 ,-96.78 ,495,X,9,SD,US
MILLER,QLES,44.52 ,-98.98 ,484,X,9,SD,US
CLEAR LAKE,QLKS,44.75 ,-96.68 ,342,X,9,SD,US
COLTON,QLTS,43.73 ,-96.92 ,478,X,9,SD,US
MADISON,QMMS,44.02 ,-97.10 ,510,X,9,SD,US
MILBANK,QMIS,45.20 ,-96.63 ,354,X,9,SD,US
MISSION,QMSS,43.30 ,-100.67 ,784,X,9,SD,US
MOBRIDGE,QOBS,45.53 ,-100.43 ,511,X,9,SD,US
PIERRE,QPIS,44.37 ,-100.35 ,493,X,9,SD,US
ELK POINT,QPJS,42.68 ,-96.68 ,342,X,9,SD,US
RAPID CITY,QRAS,44.07 ,-103.22 ,998,X,9,SD,US
RAMONA,QRMS,44.12 ,-97.22 ,342,X,9,SD,US
FSD PH,QSAS,43.53 ,-96.72 ,440,X,9,SD,US
FSD PAV,QSBS,43.53 ,-96.73 ,449,X,9,SD,US
EUREKA,QSDS,45.77 ,-99.62 ,576,X,9,SD,US
FLANDREAU,QSNS,44.05 ,-96.60 ,478,X,9,SD,US
MITCHELL,QTMS,43.72 ,-98.03 ,395,X,9,SD,US
MARTY,QTYS,43.00 ,-98.15 ,441,X,9,SD,US
VERMILLION,QVMS,42.78 ,-96.93 ,373,X,9,SD,US
WALL,QWAS,43.98 ,-102.23 ,854,X,9,SD,US
WEBSTER,QWES,45.33 ,-97.52 ,342,X,9,SD,US
WATERTOWN,QWTS,44.92 ,-97.10 ,544,X,9,SD,US
YANKTON,QYAS,42.88 ,-97.38 ,382,X,9,SD,US
BOLIVAR/WHITEHST,KM08,35.22 ,-89.05 ,152,X,7,TN,US
BRISTOL,KTRI,36.48 ,-82.40 ,474,X,4,TN,US
CHATTANOOGA,KCHA,35.03 ,-85.20 ,210,X,4,TN,US
CLARKSVILLE,KCKV,36.62 ,-87.42 ,165,X,7,TN,US
COVINGTON MUNI,KM04,35.58 ,-89.58 ,85,X,7,TN,US
CROSSVILLE,KCSV,35.95 ,-85.08 ,570,X,6,TN,US
DYERSBURG,KDYR,36.00 ,-89.40 ,103,X,6,TN,US
ELIZABETHTON,K0A9,36.37 ,-82.17 ,486,X,8,TN,US
FRANKLIN WILKINS,KM52,35.65 ,-88.38 ,157,X,7,TN,US
HUNTINGDON,KHZD,36.08 ,-88.47 ,151,X,7,TN,US
JACKSON,KMKL,35.60 ,-88.92 ,128,X,6,TN,US
KNOXVILLE,KTYS,35.82 ,-83.98 ,302,X,4,TN,US
MEMPHIS,KMEM,35.07 ,-89.98 ,86,X,2,TN,US
MILLINGTON/88D,KNQA,35.35 ,-89.87 ,86,X,5,TN,US
NASHVILLE,KBNA,36.12 ,-86.68 ,210,X,2,TN,US
OAK RIDGE,KOQT,36.02 ,-84.23 ,277,X,7,TN,US
PARIS HENRY CTY,KPHT,36.33 ,-88.38 ,177,X,7,TN,US
SAVANNAH HARDIN,KSNH,35.17 ,-88.22 ,144,X,7,TN,US
SMYRNA,KMQY,36.02 ,-86.52 ,166,X,7,TN,US
UNION CITY,KUCY,36.38 ,-88.98 ,104,X,7,TN,US
MONTEAGLE,KMGL,35.25 ,-85.85 ,586,Z,8,TN,US
SELMER,KSZY,35.20 ,-88.50 ,100,Z,8,TN,US
DALLAS/FT WORTH,KDFW,32.90 ,-97.02 ,174,X,0,TX,US
ABILENE,KABI,32.42 ,-99.68 ,548,X,4,TX,US
ALICE,KALI,27.73 ,-98.02 ,53,X,6,TX,US
ALPINE-CASPARIS,KE38,30.38 ,-103.68 ,1376,X,7,TX,US
AMARILLO,KAMA,35.22 ,-101.70 ,1093,X,3,TX,US
ANGLETON,KLBX,29.12 ,-95.47 ,6,X,7,TX,US
ARLINGTON,KGKY,32.67 ,-97.10 ,192,X,7,TX,US
AUSTIN/BERGSTROM,KBSM,30.18 ,-97.68 ,172,Z,7,TX,US
AUSTIN,KAUS,30.18 ,-97.68 ,166,X,3,TX,US
AUSTIN/MABRY,KATT,30.32 ,-97.77 ,201,X,7,TX,US
BAY CITY,KBYY,28.97 ,-95.87 ,14,X,8,TX,US
BEAUMONT/PORT AR,KBPT,29.95 ,-94.03 ,5,X,6,TX,US
BEEVILLE MUNI,KBEA,28.37 ,-97.78 ,82,X,8,TX,US
BIG SPRING,KBPG,32.22 ,-101.52 ,784,X,8,TX,US
BORGER,KBGD,35.70 ,-101.40 ,927,X,7,TX,US
BOWIE,K0F2,33.60 ,-97.78 ,336,X,8,TX,US
BRADY,KBBD,31.18 ,-99.32 ,557,X,8,TX,US
BRECKENRIDGE,KBKD,32.72 ,-98.88 ,392,X,8,TX,US
BRENHAM,K11R,30.22 ,-96.37 ,94,X,7,TX,US
BRIDGEPORT,KXBP,33.18 ,-97.83 ,260,X,7,TX,US
BROWNSVILLE,KBRO,25.90 ,-97.43 ,7,X,0,TX,US
BROWNWOOD,KBWD,31.80 ,-98.95 ,423,X,7,TX,US
BURNET,KBMQ,30.73 ,-98.23 ,389,X,7,TX,US
CALDWELL,KRWV,30.52 ,-96.70 ,119,X,8,TX,US
CANADIAN,KHHF,35.90 ,-100.40 ,712,X,7,TX,US
CASTROVILLE MUNI,KCVB,29.35 ,-98.85 ,235,X,8,TX,US
CHILDRESS,KCDS,34.43 ,-100.28 ,594,X,3,TX,US
CLARKSVILLE,KLBR,33.60 ,-95.07 ,134,X,7,TX,US
CLEBURNE,KCPT,32.35 ,-97.43 ,260,X,7,TX,US
COLEMAN MUNI,KCOM,31.83 ,-99.40 ,517,X,7,TX,US
COLLEGE STATION,KCLL,30.58 ,-96.37 ,96,X,4,TX,US
COMANCHE,KMKN,31.92 ,-98.60 ,423,X,8,TX,US
CONROE,KCXO,30.35 ,-95.42 ,75,X,8,TX,US
CORPUS CHRISTI,KCRP,27.77 ,-97.50 ,14,X,2,TX,US
C. CHRISTI NAS,KNGP,27.68 ,-97.27 ,6,X,6,TX,US
CORSICANA,KCRS,32.03 ,-96.40 ,133,X,7,TX,US
COTULLA,KCOT,28.45 ,-99.22 ,140,X,7,TX,US
CROCKETT,KDKR,31.30 ,-95.40 ,106,X,8,TX,US
DALHART,KDHT,36.02 ,-102.55 ,1217,X,6,TX,US
DALLAS/LOVE FLD,KDAL,32.85 ,-96.85 ,158,X,1,TX,US
DALLAS/REDBIRD,KRBD,32.68 ,-96.87 ,203,X,7,TX,US
