StationName,IndexNbr,RegionId,RegionName,Latitude,Longitude,CountryArea,CountryCode,StationId,IndexSubNbr,Hp,Hha
SARANSK,27760,6,EUROPE / EUROPE,54.13 ,45.25 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9494,0,200,195
SURSKOE,27776,6,EUROPE / EUROPE,54.48 ,46.70 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9495,0,99,100
ULYANOVSK,27786,6,EUROPE / EUROPE,54.32 ,48.33 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9496,0,129,122
DIMITROVGRAD,27799,6,EUROPE / EUROPE,54.23 ,49.60 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9497,0,73,72
MCENSK,27817,6,EUROPE / EUROPE,53.38 ,36.53 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9498,0,201,199
UZLOVAJA,27821,6,EUROPE / EUROPE,54.00 ,38.13 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9499,0,230,226
PAVELEC,27823,6,EUROPE / EUROPE,53.78 ,39.25 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9500,0,209,209
RYAZHSK,27835,6,EUROPE / EUROPE,53.72 ,40.12 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9501,0,127,125
MORSANSK,27848,6,EUROPE / EUROPE,53.45 ,41.80 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9502,0,142,143
ZAMETCHINO,27857,6,EUROPE / EUROPE,53.48 ,42.63 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9504,0,131,130
PACHELMA,27858,6,EUROPE / EUROPE,53.33 ,43.32 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9505,0,261,259
NOVODEVIC'E,27894,6,EUROPE / EUROPE,53.60 ,48.83 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9506,0,143,141
OREL,27906,6,EUROPE / EUROPE,52.93 ,36.00 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9507,0,195,193
EFREMOV,27921,6,EUROPE / EUROPE,53.15 ,38.12 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9508,0,214,216
ELEC,27928,6,EUROPE / EUROPE,52.63 ,38.52 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9509,0,167,166
LIPETSK,27930,6,EUROPE / EUROPE,52.70 ,39.52 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9510,0,177,176
MICURINSK,27935,6,EUROPE / EUROPE,52.88 ,40.48 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9511,0,158,148
TAMBOV,27944,6,EUROPE / EUROPE,52.73 ,41.47 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9512,0,161,
TAMBOV,27947,6,EUROPE / EUROPE,52.80 ,41.33 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9513,0,128,126
KIRSANOV,27957,6,EUROPE / EUROPE,52.67 ,42.72 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9514,0,168,168
PENZA,27962,6,EUROPE / EUROPE,53.12 ,45.02 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9515,0,172,169
SYZRAN',27983,6,EUROPE / EUROPE,53.18 ,48.40 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9518,0,103,103
SAMARA (BEZENCHUK),27995,6,EUROPE / EUROPE,52.98 ,49.43 ,RUSSIAN FEDERATION (IN EUROPE) / FEDERATION DE RUSSIE (EN EUROPE),6310,9519,0,45,44
KIRS,28009,2,ASIA / ASIE,59.35 ,52.25 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1193,0,168,167
SEROV,28044,2,ASIA / ASIE,59.60 ,60.53 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1196,0,130,123
GARI,28049,2,ASIA / ASIE,59.43 ,62.33 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1197,0,130,128
LEUSI,28064,2,ASIA / ASIE,59.63 ,65.72 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1198,0,72,70
DEM'JANSKOE,28076,2,ASIA / ASIE,59.60 ,69.28 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1199,0,56,57
KUDYMKAR,28116,2,ASIA / ASIE,59.02 ,54.65 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1200,0,186,186
CERMOZ,28128,2,ASIA / ASIE,58.77 ,56.20 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1201,0,122,122
BISER,28138,2,ASIA / ASIE,58.52 ,58.85 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1202,0,463,463
VERHOTUR'E,28144,2,ASIA / ASIE,58.87 ,60.78 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1203,0,125,123
FALENKI,28202,2,ASIA / ASIE,58.35 ,51.57 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1204,0,178,179
GLAZOV,28214,2,ASIA / ASIE,58.13 ,52.58 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1205,0,169,168
VERESCAGINO,28216,2,ASIA / ASIE,58.08 ,54.68 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1206,0,226,238
PERM',28224,2,ASIA / ASIE,58.00 ,56.67 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1207,0,170,171
PERM',28225,2,ASIA / ASIE,57.95 ,56.18 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,10404,1,170,170
LYS'VA,28234,2,ASIA / ASIE,58.12 ,57.78 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1209,0,226,223
KYN,28238,2,ASIA / ASIE,57.83 ,58.65 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1210,0,244,244
NIZHNYJ TAGIL,28240,2,ASIA / ASIE,57.88 ,60.07 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1211,0,260,262
ALAPAEVSK,28248,2,ASIA / ASIE,57.87 ,61.70 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1212,0,129,127
TURINSK,28255,2,ASIA / ASIE,58.05 ,63.68 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1213,0,102,100
"TAVDA, BELYJYAR",28264,2,ASIA / ASIE,58.05 ,65.35 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1214,0,59,60
TOBOL'SK,28275,2,ASIA / ASIE,58.15 ,68.25 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1215,0,46,55
UNI,28302,2,ASIA / ASIE,57.75 ,51.50 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1216,0,183,179
URZUM,28307,2,ASIA / ASIE,57.12 ,50.00 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1217,0,116,115
NOZOVKA,28319,2,ASIA / ASIE,57.08 ,54.75 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1218,0,131,132
OHANSK,28321,2,ASIA / ASIE,57.72 ,55.38 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1219,0,163,163
KUNGUR,28326,2,ASIA / ASIE,57.42 ,56.93 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1220,0,149,153
SAMARY,28334,2,ASIA / ASIE,57.35 ,58.22 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1221,0,243,247
ARTEMOVSKIJ,28346,2,ASIA / ASIE,57.37 ,61.92 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1222,0,154,154
TUGULYM,28359,2,ASIA / ASIE,57.07 ,64.67 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1223,0,90,89
TJUMEN',28367,2,ASIA / ASIE,57.12 ,65.43 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1224,0,101,101
UST'-ISIM,28382,2,ASIA / ASIE,57.68 ,71.18 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1225,0,55,55
TEVRIZ,28383,2,ASIA / ASIE,57.52 ,72.40 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1226,0,66,65
MOZGA,28409,2,ASIA / ASIE,56.43 ,52.20 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1227,0,168,169
IZHEVSK,28411,2,ASIA / ASIE,56.83 ,53.45 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1228,0,156,155
SARAPUL,28418,2,ASIA / ASIE,56.47 ,53.73 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,12904,0,133,134
JANAUL,28419,2,ASIA / ASIE,56.27 ,54.97 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1229,0,102,98
CHERNUSKA,28428,2,ASIA / ASIE,56.50 ,56.13 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1230,0,148,148
KRASNOUFIMSK,28434,2,ASIA / ASIE,56.65 ,57.78 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1231,0,206,205
EKATERINBURG,28440,2,ASIA / ASIE,56.83 ,60.63 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1232,0,281,280
EKATERINBURG (VERHNEE DUBROVO),28445,2,ASIA / ASIE,56.73 ,61.07 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1233,0,287,286
KAMENSK-URALSKIJ,28449,2,ASIA / ASIE,56.43 ,61.87 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1235,0,173,169
KAMYSLOV,28451,2,ASIA / ASIE,56.85 ,62.72 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1236,0,126,127
BUTKA,28455,2,ASIA / ASIE,56.72 ,63.77 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1237,0,105,106
SATROVO,28456,2,ASIA / ASIE,56.52 ,64.65 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1238,0,113,114
YALTUROVOSK,28465,2,ASIA / ASIE,56.68 ,66.35 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1239,0,61,60
VIKULOVO,28481,2,ASIA / ASIE,56.82 ,70.62 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1240,0,78,77
BOL'SIE UKI,28491,2,ASIA / ASIE,56.93 ,72.67 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1241,0,87,86
TARA,28493,2,ASIA / ASIE,56.90 ,74.38 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1242,0,73,72
VJATSKIE POLJANY,28502,2,ASIA / ASIE,56.23 ,51.03 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1244,0,83,83
ELABUGA,28506,2,ASIA / ASIE,55.75 ,52.03 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1245,0,90,89
MENZELINSK,28517,2,ASIA / ASIE,55.72 ,53.07 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1246,0,112,111
ASKINO,28522,2,ASIA / ASIE,56.10 ,56.57 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1247,0,206,206
NTAZEPETROVSK,28533,2,ASIA / ASIE,56.05 ,59.58 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1248,0,320,318
DUVAN,28537,2,ASIA / ASIE,55.70 ,57.88 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1249,0,338,337
VERHNIJ UFALEJ,28541,2,ASIA / ASIE,56.08 ,60.30 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1250,0,398,391
SADRINSK,28552,2,ASIA / ASIE,56.07 ,63.65 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1251,0,89,87
ISHIM,28573,2,ASIA / ASIE,56.10 ,69.43 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1252,0,82,81
TJUKALINSK,28586,2,ASIA / ASIE,55.87 ,72.22 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1253,0,117,115
NAZYVOEVSK,28588,2,ASIA / ASIE,55.57 ,71.37 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1254,0,126,125
BOL'SHERECH'E,28593,2,ASIA / ASIE,56.10 ,74.63 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1255,0,77,76
SARGATSKOE,28598,2,ASIA / ASIE,55.60 ,73.48 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1256,0,80,79
MUSLJUMOVO,28612,2,ASIA / ASIE,55.30 ,53.18 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1258,0,78,77
BAKALY,28615,2,ASIA / ASIE,55.17 ,53.78 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1259,0,124,124
BIRSK,28621,2,ASIA / ASIE,55.40 ,55.55 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1260,0,186,185
ULU-TELJAK,28629,2,ASIA / ASIE,54.92 ,56.97 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1261,0,154,154
ZLATOUST,28630,2,ASIA / ASIE,55.17 ,59.67 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1262,0,537,532
CHELYABINSK-GOROD,28645,2,ASIA / ASIE,55.15 ,61.30 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,12859,0,236,233
SUMIHA,28655,2,ASIA / ASIE,55.23 ,63.32 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1265,0,177,176
KURTAMYSH,28659,2,ASIA / ASIE,54.92 ,64.43 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1266,0,157,156
KURGAN (VORONOVKA),28661,2,ASIA / ASIE,55.45 ,65.42 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1267,0,73,72
KURGAN,28661,2,ASIA / ASIE,55.45 ,65.40 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,15508,1,72,
MAKUSINO,28666,2,ASIA / ASIE,55.25 ,67.30 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1268,0,140,
POLOVINNOE,28668,2,ASIA / ASIE,54.77 ,66.00 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1269,0,151,150
PETROPAVLOVSK,28676,2,ASIA / ASIE,54.78 ,69.12 ,KAZAKHSTAN / KAZAKHSTAN,2012,15438,0,101,
ISIL'KUL',28688,2,ASIA / ASIE,54.93 ,71.27 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1270,0,126,125
KALACINSK,28696,2,ASIA / ASIE,55.03 ,74.58 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1271,0,110,109
OMSK,28698,2,ASIA / ASIE,55.02 ,73.38 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1272,0,122,121
OMSK,28698,2,ASIA / ASIE,54.93 ,73.40 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1273,1,90,
CULPANOVO,28704,2,ASIA / ASIE,54.48 ,50.40 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1274,0,77,76
CELNO-VERSINY,28705,2,ASIA / ASIE,54.42 ,51.10 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1275,0,157,156
RAEVSKY,28710,2,ASIA / ASIE,54.05 ,54.92 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1276,0,124,121
BUGUL'MA,28711,2,ASIA / ASIE,54.62 ,52.80 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1277,0,303,298
TUIMAZY,28712,2,ASIA / ASIE,54.58 ,53.70 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1278,0,133,131
AKSAKOVO,28719,2,ASIA / ASIE,54.02 ,54.13 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1279,0,355,357
UFA-DIOMA,28722,2,ASIA / ASIE,54.70 ,54.80 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1280,0,104,103
MIRNYJ,28741,2,ASIA / ASIE,54.55 ,60.30 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1281,0,318,320
TROIZK,28748,2,ASIA / ASIE,54.08 ,61.62 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1282,0,192,191
ZVERINOGOLOVSKOE,28756,2,ASIA / ASIE,54.47 ,64.87 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1283,0,117,
BLAGOVESHCHENKA,28766,2,ASIA / ASIE,54.37 ,66.97 ,KAZAKHSTAN / KAZAKHSTAN,2012,1729,0,151,
POLTAVKA,28786,2,ASIA / ASIE,54.37 ,71.75 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1284,0,124,123
SERBAKUL',28791,2,ASIA / ASIE,54.63 ,72.43 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1285,0,114,113
ODESSKOE,28797,2,ASIA / ASIE,54.20 ,72.97 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1286,0,124,123
CERLAK,28799,2,ASIA / ASIE,54.17 ,74.80 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1287,0,114,113
BUGURUSLAN,28806,2,ASIA / ASIE,53.62 ,52.45 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1289,0,92,93
SAMARA (SMYSHLJAEVKA),28807,2,ASIA / ASIE,53.25 ,50.45 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,10407,0,40,39
STERLITAMAK,28825,2,ASIA / ASIE,53.60 ,55.93 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1290,0,137,136
BELORECK,28831,2,ASIA / ASIE,53.88 ,58.35 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1291,0,568,563
VERHNEURAL'SK,28833,2,ASIA / ASIE,53.88 ,59.20 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1292,0,402,400
MAGNITOGORSK,28838,2,ASIA / ASIE,53.35 ,59.08 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1293,0,384,383
URITSKY,28867,2,ASIA / ASIE,53.32 ,65.55 ,KAZAKHSTAN / KAZAKHSTAN,2012,1730,0,216,
KOKSHETAY,28879,2,ASIA / ASIE,53.28 ,69.38 ,KAZAKHSTAN / KAZAKHSTAN,2012,1731,0,229,
AVANGARD ZERNOSOVHOZ,28908,2,ASIA / ASIE,52.62 ,51.28 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1297,0,87,86
BUZULUK,28909,2,ASIA / ASIE,52.82 ,52.22 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1298,0,79,79
SARLYK,28916,2,ASIA / ASIE,52.93 ,54.75 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1299,0,189,189
MELEUZ,28925,2,ASIA / ASIE,52.92 ,55.92 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1300,0,180,179
KARTALY,28941,2,ASIA / ASIE,53.05 ,60.67 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1301,0,300,298
KOSTANAI,28951,2,ASIA / ASIE,53.23 ,63.62 ,KAZAKHSTAN / KAZAKHSTAN,2012,15600,0,171,
KOSTANAY,28952,2,ASIA / ASIE,53.22 ,63.62 ,KAZAKHSTAN / KAZAKHSTAN,2012,1732,0,170,
RUZAEVKA,28966,2,ASIA / ASIE,52.82 ,66.97 ,KAZAKHSTAN / KAZAKHSTAN,2012,1733,0,227,
BALKASINO,28978,2,ASIA / ASIE,52.53 ,68.75 ,KAZAKHSTAN / KAZAKHSTAN,2012,1734,0,398,
SUCINSK,28984,2,ASIA / ASIE,52.95 ,70.22 ,KAZAKHSTAN / KAZAKHSTAN,2012,1735,0,395,
NAPAS,29023,2,ASIA / ASIE,59.85 ,81.95 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1304,0,76,76
NAZIMOVO,29068,2,ASIA / ASIE,59.50 ,90.92 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1305,0,66,62
SREDNY VASJUGAN,29111,2,ASIA / ASIE,59.22 ,78.23 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1307,0,69,67
KARGASOK,29122,2,ASIA / ASIE,59.05 ,80.83 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1308,0,57,
PARABEL',29128,2,ASIA / ASIE,58.70 ,81.47 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1309,0,58,58
STEPANOVKA,29149,2,ASIA / ASIE,58.63 ,86.72 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,14842,0,,
NOVYJ VASYUGAN,29203,2,ASIA / ASIE,58.57 ,76.50 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,14843,0,80,79
MAJSK,29209,2,ASIA / ASIE,57.80 ,77.22 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1310,0,99,98
KOLPASEVO,29231,2,ASIA / ASIE,58.32 ,82.95 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1311,0,75,72
LOSINOBORSKOE,29253,2,ASIA / ASIE,58.45 ,89.47 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1312,0,133,135
ENISEJSK,29263,2,ASIA / ASIE,58.45 ,92.20 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1313,0,78,76
STRELKA,29274,2,ASIA / ASIE,58.07 ,93.03 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1314,0,89,87
BOGUCANY,29282,2,ASIA / ASIE,58.38 ,97.45 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1315,0,133,130
PUDINO,29313,2,ASIA / ASIE,57.55 ,79.42 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1316,0,,95
BAKCHAR,29328,2,ASIA / ASIE,57.00 ,82.05 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1317,0,110,109
MOLCHANOVO,29332,2,ASIA / ASIE,57.57 ,83.75 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1318,0,112,111
PERVOMAJSKOE,29348,2,ASIA / ASIE,57.07 ,86.22 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1319,0,114,113
PIROVSKOE,29363,2,ASIA / ASIE,57.62 ,92.27 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,1320,0,179,179
TASEEVO,29379,2,ASIA / ASIE,57.20 ,94.55 ,RUSSIAN FEDERATION (IN ASIA) / FEDERATION DE RUSSIE (EN ASIE),2010,12905,0,164,163
